Temp(K)              H2O_1                      H2O_2                      H2O_3                      H2O_4                      H2O_5                      H2O_6                      CO2_1                      CO2_2                      CO2_3                      CO2_4                      CO2_5                      CO2_6                      CO2_7                      CO2_8                      CO2_9                      CO210                       O3_1                       O3_2                       O3_3                       O3_4                       O3_5                      N2O_1                      N2O_2                      N2O_3                      N2O_4                      N2O_5                       CO_1                       CO_2                       CO_3                       CO_4                       CO_5                       CO_6                      CH4_1                      CH4_2                      CH4_3                      CH4_4                       O2_1                       O2_2                       O2_3                       NO_1                       NO_2                       NO_3                      SO2_1                      SO2_2                      NO2_1                      NH3_1                      NH3_2                     HNO3_1                       OH_1                       OH_2                       OH_3                       HF_1                      HCl_1                      HCl_2                      HBr_1                      HBr_2                       HI_1                      ClO_1                      ClO_2                      OCS_1                      OCS_2                      OCS_3                      OCS_4                      OCS_5                     H2CO_1                     H2CO_2                     H2CO_3                     HOCl_1                     HOCl_2                       N2_1                      HCN_1                      HCN_2                      HCN_3                    CH3Cl_1                    CH3Cl_2                     H2O2_1                     C2H2_1                     C2H2_2                     C2H2_3                     C2H6_1                     C2H6_2                      PH3_1                                                                                                                                                                                                                                                                                                                                                                                                                                                
 157.0           68.124889                  67.693600                 404.543580                 329.851378                 339.869525                2027.359831                 140.868290                 281.958995                 298.638963                1742.301984                 597.804842                3487.656889                 158.543249                1848.381660                5389.945174                 317.354259                1286.188740                2747.112206                1342.425615               15970.211372                7890.619261                2372.774006                1583.794667                1637.522522                2514.147363               14670.672704                  56.950977                 119.122439                  59.787722                 350.527098                 125.343662                 734.092309                 227.591052                 455.177115                1838.590828                3680.401396                 114.702693                 238.238208                1390.777736                 519.870558                 359.215680                 548.149866                2257.621588                2268.012312                5098.640868                 662.579574                 442.668541               65075.944384                  41.963862                  42.203858                 102.525244                  22.637476                  86.423833                  86.549491                 107.358578                 107.388482                 208.038407                1484.012388                1509.630529                 548.810091                 562.643451                1104.088709                2223.382924                 585.953708                1092.658165                2240.616533                1146.214305                7212.010279                7339.612189                 247.591678                 447.123700                 917.983749                 309.560850               21384.577728               21723.761216                3041.232375                 188.364521                 753.478901                 670.633386               21289.855552               10869.084643                1237.389439
 158.0           68.765902                  68.340027                 408.406818                 333.030820                 343.086117                2046.545627                 141.791198                 283.813756                 300.597115                1753.721912                 601.741635                3510.609671                 159.584301                1860.507161                5425.290384                 319.446821                1298.614785                2773.678794                1355.403512               16124.585352                7966.872160                2388.655833                1594.443640                1648.495985                2531.002269               14768.945216                  57.312310                 119.878262                  60.167138                 352.751339                 126.139079                 738.751430                 229.753791                 459.504295                1856.104281                3715.455010                 115.428449                 239.775473                1399.751511                 524.077528                 362.122845                 552.586712                2279.855523                2290.349142                5147.692129                 668.876013                 446.875409               65748.375936                  42.223849                  42.465849                 103.245739                  22.772642                  86.957215                  87.083650                 108.025710                 108.055649                 209.338937                1494.913587                1520.725174                 552.610390                 566.542289                1111.804875                2238.782530                 590.034890                1103.105278                2262.042361                1157.174433                7281.465765                7410.295837                 249.161103                 450.020036                 923.934117                 311.568799               21590.656512               21933.102464                3074.861802                 189.633593                 758.554881                 675.396623               21520.171008               10986.674412                1249.187790
 159.0           69.408942                  68.988495                 412.282308                 336.220376                 346.312948                2065.792447                 142.715095                 285.670745                 302.557444                1765.154499                 605.683327                3533.590574                 160.626544                1872.646536                5460.675119                 321.542057                1311.085206                2800.341433                1368.428310               16279.514967                8043.399170                2404.564361                1605.111998                1659.488380                2547.886346               14867.386752                  57.673651                 120.634115                  60.546564                 354.975644                 126.934526                 743.410663                 231.923449                 463.845276                1873.674079                3750.621290                 116.154217                 241.312739                1408.725578                 528.290708                 365.034310                 557.030115                2302.181644                2312.778343                5196.911851                 675.192849                 451.095903               66424.718592                  42.484230                  42.728232                 103.967331                  22.907817                  87.490605                  87.617819                 108.692851                 108.722822                 210.639469                1505.842780                1531.848305                 556.420313                 570.451091                1119.541899                2254.221356                 594.126932                1113.585917                2283.536958                1168.169687                7351.162468                7481.225169                 250.730545                 452.918789                 929.889494                 313.578503               21797.464064               22143.182208                3108.684163                 190.905401                 763.641846                 680.175406               21751.883776               11104.978473                1261.024683
 160.0           70.054001                  69.639000                 416.170013                 339.420013                 349.549988                2085.100098                 143.639999                 287.529999                 304.519989                1776.599976                 609.630005                3556.600098                 161.669998                1884.800049                5496.100098                 323.640015                1323.599976                2827.100098                1381.500000               16435.000000                8120.200195                2420.500000                1615.800049                1670.500000                2564.800049               14966.000000                  58.035000                 121.389999                  60.925999                 357.200012                 127.730003                 748.070007                 234.100006                 468.200012                1891.300049                3785.899902                 116.879997                 242.850006                1417.699951                 532.510010                 367.950012                 561.479980                2324.600098                2335.300049                5246.299805                 681.530029                 455.329987               67105.000000                  42.744999                  42.991001                 104.690002                  23.042999                  88.024002                  88.152000                 109.360001                 109.389999                 211.940002                1516.800049                1543.000000                 560.239990                 574.369995                1127.300049                2269.699951                 598.229980                1124.099976                2305.100098                1179.199951                7421.100098                7552.399902                 252.300003                 455.820007                 935.849976                 315.589996               22005.000000               22354.000000                3142.699951                 192.179993                 768.739990                 684.969971               21985.000000               11224.000000                1272.900024
 161.0           70.700953                  70.291380                 420.069095                 342.629099                 352.796872                2104.465722                 144.565581                 289.391157                 306.484458                1788.057912                 613.581421                3579.636080                 162.714418                1896.968624                5531.560702                 325.740672                1336.148816                2853.934122                1394.609452               16590.931072                8197.218558                2436.463158                1626.512094                1681.533139                2581.745830               15064.814272                  58.396344                 122.146149                  61.305444                 359.424577                 128.525686                 752.729398                 236.282778                 472.567128                1908.974695                3821.275870                 117.605830                 244.387073                1426.677441                 536.732347                 370.867893                 565.933087                2347.104371                2357.905075                5295.832473                 687.885565                 459.576092               67788.395840                  43.005915                  43.253883                 105.413066                  23.178203                  88.557299                  88.686153                 110.027138                 110.057029                 213.240203                1527.791465                1554.186325                 564.070221                 578.300138                1135.079190                2285.222863                 602.345113                1134.643687                2326.723567                1190.260588                7491.237099                7623.785150                 253.869345                 458.723204                 941.813597                 317.602981               22213.110848               22565.375680                3176.906996                 193.456751                 773.847715                 689.780686               22219.366080               11343.675618                1284.807594
 162.0           71.349912                  70.945784                 423.980321                 345.848205                 356.053903                2123.891819                 145.492208                 291.254662                 308.451227                1799.529206                 617.537999                3602.701707                 163.760094                1909.151856                5567.063034                 327.844146                1348.742048                2880.864319                1407.765861               16747.418176                8274.511288                2452.454245                1637.244408                1692.586074                2598.722127               15163.805376                  58.757696                 122.902329                  61.684898                 361.649204                 129.321400                 757.388901                 238.472416                 476.947925                1926.705239                3856.763646                 118.331676                 245.924141                1435.655239                 540.960656                 373.789908                 570.392496                2369.701335                2380.602964                5345.533135                 694.261352                 463.835727               68475.793920                  43.267208                  43.517141                 106.137184                  23.313415                  89.090602                  89.220317                 110.694283                 110.724064                 214.540405                1538.811067                1565.401310                 567.910467                 582.240650                1142.879994                2300.786606                 606.471535                1145.220638                2348.415209                1201.356050                7561.614849                7695.415569                 255.438703                 461.628965                 947.782533                 319.617828               22421.950784               22777.490240                3211.308479                 194.736396                 778.967029                 694.607651               22455.149440               11464.075690                1296.753478
 163.0           72.000873                  71.602205                 427.903662                 349.077304                 359.321052                2143.378223                 146.419899                 293.120555                 310.420337                1811.014094                 621.499829                3625.797503                 164.807047                1921.349999                5602.607861                 329.950481                1361.379740                2907.890862                1420.969304               16904.462144                8352.078834                2468.473671                1647.997259                1703.659079                2615.729374               15262.975744                  59.119056                 123.658538                  62.064362                 363.873892                 130.117145                 762.048517                 240.668910                 481.342371                1944.491577                3892.363038                 119.057535                 247.461211                1444.633331                 545.194876                 376.716014                 574.858144                2392.391201                2403.393942                5395.401785                 700.657355                 468.108869               69167.230080                  43.528873                  43.780769                 106.862345                  23.448634                  89.623914                  89.754492                 111.361435                 111.391106                 215.840611                1549.858880                1576.644972                 571.760852                 586.191659                1150.702731                2316.391694                 610.609382                1155.830759                2370.174877                1212.486266                7632.233457                7767.291211                 257.008079                 464.537343                 953.756900                 321.634574               22631.520896               22990.344960                3245.904919                 196.018982                 784.098145                 699.451100               22692.357760               11585.204032                1308.737642
 164.0           72.653830                  72.260639                 431.839086                 352.316369                 362.598291                2162.924768                 147.348676                 294.988879                 312.391831                1822.512812                 625.466999                3648.923993                 165.855301                1933.563310                5638.195952                 332.059727                1374.061964                2935.013922                1434.219857               17062.063808                8429.921643                2484.521846                1658.770917                1714.752430                2632.768007               15362.327808                  59.480424                 124.414775                  62.443836                 366.098641                 130.912920                 766.708247                 242.872244                 485.750434                1962.333609                3928.073854                 119.783408                 248.998285                1453.611705                 549.434944                 379.646169                 579.329967                2415.174180                2426.278231                5445.438417                 707.073535                 472.395496               69862.740160                  43.790906                  44.044764                 107.588541                  23.583861                  90.157233                  90.288680                 112.028595                 112.058156                 217.140823                1560.934930                1587.917333                 575.621503                 590.153294                1158.547672                2332.038637                 614.758793                1166.473976                2392.002423                1223.651166                7703.093031                7839.412127                 258.577472                 467.448391                 959.736813                 323.653257               22841.822272               23203.941120                3280.696834                 197.304563                 789.241277                 704.311265               22930.998720               11707.064458                1320.760048
 165.0           73.308777                  72.921080                 435.786564                 355.565371                 365.885591                2182.531287                 148.278559                 296.859676                 314.365754                1834.025598                 629.439599                3672.081703                 166.904880                1945.792045                5673.828074                 334.171930                1386.788789                2962.233674                1447.517598               17220.224000                8508.040164                2500.599180                1669.565650                1725.866401                2649.838461               15461.864000                  59.841800                 125.171040                  62.823319                 368.323448                 131.708724                 771.368092                 245.082408                 490.172084                1980.231230                3963.895902                 120.509293                 250.535365                1462.590348                 553.680802                 382.580332                 583.807899                2438.050484                2449.256057                5495.643023                 713.509858                 476.695585               70562.360000                  44.053303                  44.309121                 108.315761                  23.719095                  90.690562                  90.822881                 112.695761                 112.725215                 218.441042                1572.039241                1599.218410                 579.492547                 594.125684                1166.415088                2347.727949                 618.919903                1177.150219                2413.897699                1234.850677                7774.193680                7911.778367                 260.146885                 470.362160                 965.722387                 325.673916               23052.856000               23418.280000                3315.684742                 198.593193                 794.396637                 709.188381               23171.080000               11829.660781                1332.820660
 166.0           73.965709                  73.583523                 439.746064                 358.824284                 369.182923                2202.197614                 149.209568                 298.732988                 316.342146                1845.552688                 633.417720                3695.271157                 167.955806                1958.036460                5709.504996                 336.287138                1399.560286                2989.550289                1460.862602               17378.943552                8586.434845                2516.706081                1680.381727                1737.001269                2666.941171               15561.586752                  60.203184                 125.927330                  63.202812                 370.548313                 132.504557                 776.028052                 247.299388                 494.607290                1998.184340                3999.828990                 121.235192                 252.072451                1471.569246                 557.932387                 385.518459                 588.291876                2461.020324                2472.327642                5546.015599                 719.966286                 481.009114               71266.125440                  44.316059                  44.573837                 109.043996                  23.854336                  91.223900                  91.357094                 113.362933                 113.392285                 219.741271                1583.171841                1610.548223                 583.374110                 598.108956                1174.305249                2363.460141                 623.092850                1187.859415                2435.860560                1246.084729                7845.535513                7984.389984                 261.716316                 473.278704                 971.713737                 327.696587               23264.623168               23633.362880                3350.869163                 199.884928                 799.564438                 714.082681               23412.609280               11952.996817                1344.919442
 167.0           74.624619                  74.247961                 443.717556                 362.093080                 372.490259                2221.923582                 150.141725                 300.608857                 318.321052                1857.094318                 637.401450                3718.492879                 169.008102                1970.296810                5745.227485                 338.405398                1412.376526                3016.963941                1474.254948               17538.223296                8665.106133                2532.842960                1691.219417                1748.157308                2684.076572               15661.498496                  60.564576                 126.683644                  63.582314                 372.773234                 133.300419                 780.688128                 249.523170                 499.056019                2016.192835                4035.872926                 121.961105                 253.609544                1480.548389                 562.189640                 388.460509                 592.781833                2484.083911                2495.493211                5596.556136                 726.442783                 485.336061               71974.072320                  44.579170                  44.838907                 109.773235                  23.989584                  91.757249                  91.891320                 114.030112                 114.059366                 221.041512                1594.332754                1621.906792                 587.266316                 602.103241                1182.218427                2379.235725                 627.277771                1198.601494                2457.890856                1257.353251                7917.118638                8057.247028                 263.285767                 476.198075                 977.710978                 329.721309               23477.124864               23849.191040                3386.250613                 201.179821                 804.744895                 718.994398               23655.594240               12077.076381                1357.056357
 168.0           75.285503                  74.914391                 447.701008                 365.371731                 375.807568                2241.709025                 151.075048                 302.487326                 320.302515                1868.650727                 641.390879                3741.747395                 170.061791                1982.573353                5780.996310                 340.526758                1425.237579                3044.474802                1487.694711               17698.064064                8744.054477                2549.010226                1702.078989                1759.334794                2701.245099               15761.601664                  60.925976                 127.439982                  63.961826                 374.998210                 134.096307                 785.348321                 251.753743                 503.518241                2034.256613                4072.027518                 122.687031                 255.146646                1489.527761                 566.452499                 391.406439                 597.277705                2507.241456                2518.752987                5647.264629                 732.939313                 489.676404               72686.236480                  44.842632                  45.104327                 110.503469                  24.124839                  92.290608                  92.425560                 114.697296                 114.726459                 222.341766                1605.522006                1633.294135                 591.169294                 606.108666                1190.154892                2395.055213                 631.474803                1209.376382                2479.988443                1268.656172                7988.943165                8130.349550                 264.855239                 479.120325                 983.714225                 331.748119               23690.362176               24065.765760                3421.829613                 202.477927                 809.938219                 723.923767               23900.042560               12201.903285                1369.231368
 169.0           75.948355                  75.582805                 451.696391                 368.660209                 379.134824                2261.553776                 152.009559                 304.368437                 322.286576                1880.222150                 645.386097                3765.035229                 171.116897                1994.866343                5816.812239                 342.651264                1438.143515                3072.083045                1501.181968               17858.466688                8823.280325                2565.208289                1712.960711                1770.534001                2718.447188               15861.898688                  61.287383                 128.196341                  64.341348                 377.223240                 134.892223                 790.008630                 253.991094                 507.993923                2052.375572                4108.292574                 123.412971                 256.683759                1498.507351                 570.720904                 394.356207                 601.779429                2530.493170                2542.107196                5698.141072                 739.455839                 494.030119               73402.653760                  45.106440                  45.370093                 111.234687                  24.260100                  92.823979                  92.959814                 115.364486                 115.393566                 223.642035                1616.739622                1644.710271                 595.083168                 610.125360                1198.114914                2410.919117                 635.684082                1220.184010                2502.153171                1279.993420                8061.009203                8203.697602                 266.424732                 482.045507                 989.723595                 333.777055               23904.336192               24283.088320                3457.606680                 203.779300                 815.144625                 728.871021               24145.961920               12327.481345                1381.444440
 170.0           76.613169                  76.253200                 455.703674                 371.958488                 382.471996                2281.457670                 152.945279                 306.252232                 324.273279                1891.808824                 649.387193                3788.356906                 172.173442                2007.176037                5852.676039                 344.778964                1451.094404                3099.788844                1514.716797               18019.432000                8902.784125                2581.437559                1723.864852                1781.755205                2735.683273               15962.392000                  61.648799                 128.952721                  64.720879                 379.448323                 135.688165                 794.669057                 256.235210                 512.483036                2070.549609                4144.667902                 124.138926                 258.220883                1507.487146                 574.994793                 397.309771                 606.286939                2553.839266                2565.556061                5749.185457                 745.992325                 498.397185               74123.360000                  45.370591                  45.636201                 111.966880                  24.395367                  93.357362                  93.494081                 116.031681                 116.060687                 224.942321                1627.985629                1656.155221                 599.008064                 614.153452                1206.098765                2426.827949                 639.905746                1231.024304                2524.384895                1291.364926                8133.316859                8277.291234                 267.994246                 484.973673                 995.739201                 335.808155               24119.048000               24501.160000                3493.582332                 205.083994                 820.364324                 733.836393               24393.360000               12453.814375                1393.695535
 171.0           77.279940                  76.925569                 459.722825                 375.266540                 385.819056                2301.420539                 153.882228                 308.138754                 326.262667                1903.410987                 653.394258                3811.712951                 173.231449                2019.502691                5888.588479                 346.909906                1464.090318                3127.592370                1528.299274               18180.960832                8982.566325                2597.698444                1734.791681                1792.998681                2752.953791               16063.084032                  62.010223                 129.709119                  65.100420                 381.673456                 136.484132                 799.329603                 258.486077                 516.985546                2088.778623                4181.153310                 124.864894                 259.758020                1516.467134                 579.274106                 400.267089                 610.800171                2577.279953                2589.099805                5800.397779                 752.548734                 502.777578               74848.391040                  45.635079                  45.902646                 112.700038                  24.530641                  93.890757                  94.028363                 116.698881                 116.727824                 226.242627                1639.260052                1667.629002                 602.944110                 618.193070                1214.106714                2442.782221                 644.139932                1241.897193                2546.683466                1302.770617                8205.866244                8351.130499                 269.563783                 487.904876                1001.761160                 337.841457               24334.498688               24719.982080                3529.757088                 206.392065                 825.597531                 738.820117               24642.244480               12580.906189                1405.984618
 172.0           77.948661                  77.599907                 463.753814                 378.584337                 389.175976                2321.442218                 154.820425                 310.028044                 328.254783                1915.028874                 657.407380                3835.103889                 174.290942                2031.846561                5924.550327                 349.044137                1477.131326                3155.493797                1541.929475               18343.054016                9062.627372                2613.991355                1745.741466                1804.264705                2770.259176               16163.977216                  62.371655                 130.465536                  65.479971                 383.898640                 137.280125                 803.990267                 260.743684                 521.501424                2107.062509                4217.748606                 125.590876                 261.295171                1525.447300                 583.558783                 403.228118                 615.319059                2600.815443                2612.738653                5851.778030                 759.125030                 507.171278               75577.782720                  45.899901                  46.169425                 113.434151                  24.665920                  94.424167                  94.562660                 117.366085                 117.394978                 227.542954                1650.562916                1679.131635                 606.891430                 622.244344                1222.139034                2458.782446                 648.386776                1252.802606                2569.048737                1314.210423                8278.657465                8425.215446                 271.133343                 490.839168                1007.789585                 339.876998               24550.689344               24939.555840                3566.131467                 207.703566                 830.844458                 743.822426               24892.623040               12708.760603                1418.311651
 173.0           78.619327                  78.276208                 467.796611                 381.911852                 392.542726                2341.522541                 155.759893                 311.920145                 330.249669                1926.662723                 661.426649                3858.530244                 175.351943                2044.207903                5960.562350                 351.181705                1490.217499                3183.493298                1555.607479               18505.712384                9142.967715                2630.316701                1756.714478                1815.553551                2787.599863               16265.073984                  62.733095                 131.221970                  65.859531                 386.123872                 138.076142                 808.651051                 263.008017                 526.030638                2125.401168                4254.453598                 126.316873                 262.832337                1534.427633                 587.848762                 406.192816                 619.843540                2624.445947                2636.472829                5903.326206                 765.721176                 511.578260               76311.570880                  46.165053                  46.436533                 114.169209                  24.801205                  94.957590                  95.096972                 118.033293                 118.062150                 228.843304                1661.894247                1690.663137                 610.850152                 626.307401                1230.195994                2474.829134                 652.646416                1263.740471                2591.480563                1325.684272                8351.690632                8499.546128                 272.702927                 493.776602                1013.824593                 341.914816               24767.621056               25159.882560                3602.705987                 209.018551                 836.105318                 748.843555               25144.503360               12837.381429                1430.676598
 174.0           79.291933                  78.954468                 471.851185                 385.249057                 395.919277                2361.661339                 156.700651                 313.815099                 332.247369                1938.312770                 665.452156                3881.992542                 176.414476                2056.586973                5996.625317                 353.322656                1503.348907                3211.591045                1569.333360               18668.936768                9223.587803                2646.674892                1767.710983                1826.865494                2804.976287               16366.376768                  63.094543                 131.978418                  66.239100                 388.349151                 138.872182                 813.311956                 265.279064                 530.573156                2143.794494                4291.268094                 127.042884                 264.369520                1543.408120                 592.143983                 409.161140                 624.373549                2648.171677                2660.302557                5955.042298                 772.337135                 515.998504               77049.791360                  46.430529                  46.703966                 114.905201                  24.936495                  95.491028                  95.631299                 118.700505                 118.729341                 230.143678                1673.254071                1702.223530                 614.820400                 630.382370                1238.277866                2490.922798                 656.918988                1274.710716                2613.978794                1337.192094                8424.965854                8574.122595                 274.272535                 496.717231                1019.866299                 343.954950               24985.294912               25380.963520                3639.481165                 210.337076                 841.380325                 753.883737               25397.893120               12966.772483                1443.079423
 175.0           79.966473                  79.634680                 475.917504                 388.595925                 399.305602                2381.858448                 157.642719                 315.712949                 334.247925                1949.979252                 669.483988                3905.491307                 177.478564                2068.984026                6032.739996                 355.467038                1516.525620                3239.787211                1583.107197               18832.728000                9304.488082                2663.066338                1778.731252                1838.200811                2822.388885               16467.888000                  63.455999                 132.734881                  66.618680                 390.574477                 139.668245                 817.972981                 267.556811                 535.128947                2162.242388                4328.191902                 127.768910                 265.906721                1552.388747                 596.444384                 412.133050                 628.909021                2671.992844                2684.228061                6006.926301                 778.972873                 520.431985               77792.480000                  46.696327                  46.971721                 115.642119                  25.071791                  96.024481                  96.165642                 119.367721                 119.396551                 231.444080                1684.642413                1713.812831                 618.802302                 634.469380                1246.384919                2507.063950                 661.204630                1285.713270                2636.543284                1348.733817                8498.483238                8648.944898                 275.842167                 499.661106                1025.914817                 345.997436               25203.712000               25602.800000                3676.457521                 211.659195                 846.669692                 758.943205               25652.800000               13096.937578                1455.520090
 176.0           80.642942                  80.316839                 479.995539                 391.952427                 402.701670                2402.113701                 158.586119                 317.613736                 336.251380                1961.662406                 673.522237                3929.027063                 178.544229                2081.399320                6068.907155                 357.614898                1529.747710                3268.081969                1596.929066               18997.086912                9385.669001                2679.491448                1789.775553                1849.559775                2839.838090               16569.610112                  63.817463                 133.491357                  66.998269                 392.799847                 140.464331                 822.634128                 269.841247                 539.697979                2180.744745                4365.224830                 128.494950                 267.443941                1561.369503                 600.749906                 415.108502                 633.449891                2695.909658                2708.249564                6058.978208                 785.628350                 524.878683               78539.672640                  46.962440                  47.239792                 116.379952                  25.207092                  96.557951                  96.700000                 120.034940                 120.063783                 232.744511                1696.059299                1725.431060                 622.795983                 638.568559                1254.517426                2523.253102                 665.503478                1296.748060                2659.173886                1360.309371                8572.242895                8724.013090                 277.411826                 502.608281                1031.970264                 348.042312               25422.873408               25825.393280                3713.635574                 212.984962                 851.973631                 764.022193               25909.231680               13227.880530                1467.998561
 177.0           81.321333                  81.000940                 484.085258                 395.318538                 406.107453                2422.426932                 159.530870                 319.517504                 338.257777                1973.362469                 677.566991                3952.600336                 179.611494                2093.833109                6105.127562                 359.766284                1543.015246                3296.475492                1610.799044               19162.014336                9467.131009                2695.950631                1800.844154                1860.942663                2857.324338               16671.545536                  64.178935                 134.247844                  67.377867                 395.025261                 141.260439                 827.295398                 272.132357                 544.280222                2199.301464                4402.366686                 129.221006                 268.981182                1570.350373                 605.060487                 418.087454                 637.996095                2719.922332                2732.367291                6111.198013                 792.303533                 529.338575               79291.405120                  47.228866                  47.508175                 117.118691                  25.342398                  97.091437                  97.234376                 120.702162                 120.731037                 234.044972                1707.504755                1737.078237                 626.801569                 642.680037                1262.675655                2539.490767                 669.815670                1307.815015                2681.870453                1371.918684                8646.244932                8799.327220                 278.981511                 505.558807                1038.032754                 350.089616               25642.780224               26048.744640                3751.015841                 214.314430                 857.292357                 769.120934               26167.195840               13359.605152                1480.514801
